publishedsince_days,brand,model,Price,year,KMs,Engine,Gear,Color,warranty_months,type of ad,rechargeable,battery_capacity_km,engine_power_kW,battery_volts_V,battery_intensity_A
27,MERCEDES,     CLASSE A 3,22380,2018,77025,Diesel,automatic,grisfoncã©,12,Professional,,,,,
60,RENAULT,     CLIO 5,22370,2022,12,Petrol,mechanic,gris,12,Professional,,,,,
60,AUDI,     Q5,22370,2012,107812,Diesel,mechanic,grisfoncã©,12,Professional,,,,,
26,PEUGEOT,     308 (2E GENERATION) SW,22360,2019,22519,Petrol,automatic,inc.,12,Professional,,,,,
1,PORSCHE,     BOXSTER TYPE 986,22360,2002,81754,Petrol,automatic,gris,6,Professional,,,,,
20,RENAULT,     CLIO 5,22360,2022,13,Petrol,mechanic,blanc,12,Professional,,,,,
12,FIAT,     500 X,22360,2020,29641,Petrol,mechanic,ivoire,12,Professional,,,,,
5,MAZDA,     MX5 (4E GENERATION) ST,22350,2017,27038,Petrol,mechanic,rougemetal,6,Professional,,,118.0,,
60,PEUGEOT,     3008 (2E GENERATION),22330,2018,81157,Diesel,mechanic,grisfoncã©,12,Professional,,,,,
47,FIAT,     500 X,22300,2020,51355,Diesel,automatic,bleubluejeansmã©tallisã©,12,Professional,,,,,
33,DS,      3,22300,2017,58871,Diesel,mechanic,bleu,12,Professional,,,,,
52,MAZDA,     MX5 (4E GENERATION) ST,22280,2016,51027,Petrol,mechanic,rougemetal,0,Professional,,,96.0,,
60,RENAULT,     CAPTUR 2,22270,2022,112,Petrol,mechanic,gris,0,Professional,,,,,
58,PEUGEOT,     208 (2E GENERATION),22240,2022,5507,Petrol,mechanic,noirperlanerametallise,12,Professional,,,,,
60,PEUGEOT,     2008,22240,2020,31609,Diesel,mechanic,blanc,12,Professional,,,,,
19,TOYOTA,     RAV 4 (4E GENERATION),22240,2017,89752,Petrol-electric hybrid,automatic,blancmetal,6,Professional,no,,145.0,245.0,
60,AUDI,     A3 (2E GENERATION) CABRIOLET,22210,2013,66886,Diesel,automatic,noir,12,Professional,,,,,
27,KIA,     STONIC,22210,2022,21,Petrol,mechanic,blanc,12,Professional,,,,,
31,OPEL,     GRANDLAND X,22210,2019,66388,Diesel,mechanic,blancverni,12,Professional,,,88.0,,
31,RENAULT,     KADJAR,22210,2019,49324,Diesel,mechanic,gris,6,Professional,,,,,
60,AUDI,     Q2,22210,2019,154440,Diesel,automatic,blancmetal,6,Professional,,,85.0,,
20,CITROEN,     C3 (3E GENERATION),22210,2019,45246,Petrol,automatic,blanctoitnoir,12,Professional,,,,,
23,ALFA,     ROMEO GIULIETTA 3,22200,2019,34198,Petrol,mechanic,noir,12,Professional,,,,,
33,DACIA,     DUSTER 2,22190,2022,4942,Diesel,mechanic,grisfonce,12,Professional,,,,,
60,FIAT,     500 X,22180,2021,32768,Petrol,mechanic,grismodamã©tallisã©,12,Professional,,,,,
60,CITROEN,     C3 (3E GENERATION),22170,2022,11,Diesel,mechanic,noir,0,Professional,,,,,
18,BMW,     SERIE 1 F20 5 PORTES,22170,2018,76836,Diesel,mechanic,noir,12,Professional,,,,,
60,MINI,      3 CLUBMAN,22150,2018,97256,Diesel,automatic,bleu,0,Professional,,,,,
6,CITROEN,     JUMPER 2,22140,2019,94799,Diesel,mechanic,gris,6,Professional,,,,,
52,PEUGEOT,     208 (2E GENERATION),22130,2021,19589,Petrol,mechanic,jaune,12,Professional,,,,,
18,PEUGEOT,     308 (2E GENERATION),22120,2018,67628,Diesel,mechanic,bleumagnetic,12,Professional,,,,,
23,MINI,      3 3P,22120,2018,83938,Diesel,mechanic,rouge,6,Professional,,,,,
43,CITROEN,     C3 AIRCROSS,22120,2020,25503,Diesel,automatic,cosmicsilver,12,Professional,,,,,
60,NISSAN,     X-TRAIL 3,22110,2017,51648,Diesel,mechanic,vert,0,Professional,,,,,
21,VOLKSWAGEN,     GOLF 7,22060,2018,87350,Diesel,automatic,gris,12,Professional,,,,,
44,PEUGEOT,     208 (2E GENERATION),22060,2021,24350,Petrol,mechanic,bleu,12,Professional,,,,,
60,NISSAN,     QASHQAI 2,22030,2020,54246,Petrol,mechanic,gris,12,Professional,,,,,
60,RENAULT,     CAPTUR 2,22030,2022,11,Petrol,mechanic,blanc,12,Professional,,,,,
31,PEUGEOT,     3008 (2E GENERATION),22030,2019,81197,Diesel,automatic,grisclair,12,Professional,,,,,
60,BMW,     SERIE 3 GT F34,22020,2018,136880,Diesel,mechanic,blancnacre,3,Professional,,,110.0,,
6,BMW,     I3,22020,2018,54600,Electric,automatic,blanc,24,Professional,yes,300.0,,353.0,94.0
22,AUDI,     A3 (3E GENERATION) SPORTBACK,22010,2018,45803,Diesel,mechanic,gris,12,Professional,,,,,
60,AUDI,     Q3,22000,2014,114636,Diesel,mechanic,grisclair,12,Professional,,,,,
60,PORSCHE,     911 TYPE 992 TARGA,214390,2021,9889,Petrol,automatic,peinturecraie,12,Professional,,,283.0,,
28,PORSCHE,     TAYCAN,212480,2021,12875,Electric,automatic,blancmetal,12,Professional,yes,417.0,560.0,800.0,
60,PORSCHE,     911 TYPE 992 CABRIOLET,212160,2021,4060,Petrol,automatic,blancverni,12,Professional,,,331.0,,
16,PEUGEOT,     308 (2E GENERATION),21990,2018,89944,Diesel,automatic,blanc,12,Professional,,,,,
60,SKODA,     FABIA 3,21980,2021,9463,Petrol,mechanic,gris,24,Professional,,,,,
60,HYUNDAI,     TUCSON 3,21980,2019,70518,Diesel,automatic,noirverni,6,Professional,,,104.0,,
26,NISSAN,     QASHQAI 2,21980,2020,43780,Diesel,mechanic,grisc,5,Professional,,,,,
60,BMW,     SERIE 1 F21 3 PORTES,21950,2019,47743,Diesel,mechanic,blanc,24,Professional,,,,,
18,RENAULT,     KADJAR,21940,2019,61310,Diesel,automatic,gris,6,Professional,,,,,
5,HONDA,     JAZZ 4,21940,2021,4200,Petrol-electric hybrid,automatic,blanc,0,Professional,no,,,,
60,PEUGEOT,     308 (2E GENERATION),21940,2018,95503,Diesel,mechanic,grisclair,12,Professional,,,,,
14,AUDI,     A3 (3E GENERATION) SPORTBACK,21930,2017,61363,Diesel,automatic,gris,12,Professional,,,,,
41,RENAULT,     MEGANE 4,21860,2019,50193,Diesel,mechanic,noiretoilã©,12,Professional,,,,,
24,PEUGEOT,     208 (2E GENERATION),21860,2021,23375,Petrol,mechanic,grisfonce,12,Professional,,,,,
4,PEUGEOT,     308 (3E GENERATION),21850,2020,43531,Petrol,mechanic,platine,0,Professional,,,,,
17,RENAULT,     CAPTUR 2,21830,2022,12,Petrol,mechanic,orangeatacama,0,Professional,,,,,
9,AUDI,     Q3,21830,2015,93447,Diesel,mechanic,rouge,12,Professional,,,,,
22,FIAT,     500 X,21780,2022,11,Petrol,mechanic,noircinemapastel,0,Professional,,,,,
0,BMW,     SERIE 3 F30,21780,2018,74228,Diesel,automatic,noir,12,Professional,,,,,
39,RENAULT,     KADJAR,21780,2020,59950,Diesel,automatic,noir,12,Professional,,,,,
60,VOLKSWAGEN,     TIGUAN,21760,2013,95969,Diesel,automatic,bleufoncã©,12,Professional,,,,,
6,AUDI,     Q5,21760,2011,163590,Diesel,automatic,blancverni,6,Professional,,,176.0,,
60,NISSAN,     X-TRAIL 3,21750,2017,78779,Diesel,automatic,noir,0,Professional,,,,,
33,SEAT,     LEON 3,21740,2018,61396,Diesel,automatic,noirminuit,12,Professional,,,,,
60,BMW,     SERIE 4 F36 GRAN COUPE,21700,2017,78828,Diesel,mechanic,bleu,12,Professional,,,,,
19,FIAT,     DUCATO 3,21680,2018,116953,Diesel,mechanic,blanc,6,Professional,,,,,
23,AUDI,     A1 SPORTBACK,21640,2019,71867,Diesel,automatic,blanc,6,Professional,,,,,
60,RENAULT,     CLIO 5,21630,2022,12,Petrol,mechanic,orange,12,Professional,,,,,
2,RENAULT,     SCENIC 4,21630,2020,32809,Diesel,mechanic,grismetal,6,Professional,,,,,
33,RENAULT,     CAPTUR 2,21610,2022,11,Petrol,mechanic,bleu,12,Professional,,,,,
45,MAZDA,     MX5 (4E GENERATION) ST,21610,2016,24867,Petrol,mechanic,blancmetal,6,Professional,,,96.0,,
54,VOLKSWAGEN,     GOLF 7,21580,2018,122040,Diesel,mechanic,noirmetal,3,Professional,,,135.0,,
3,PEUGEOT,     308 (2E GENERATION),21580,2022,12677,Petrol,mechanic,noir,12,Professional,,,,,
24,ABARTH,     500,21580,2018,46980,Petrol,mechanic,gris,3,Professional,,,132.0,,
19,FIAT,     500 X,21580,2021,25981,Petrol,mechanic,alpinewhite,12,Professional,,,,,
60,RENAULT,     CLIO 5,21570,2022,11,Petrol,automatic,blancglacier,0,Professional,,,,,
41,OPEL,     GRANDLAND X,21570,2018,86206,Diesel,mechanic,gris,6,Professional,,,,,
3,RENAULT,     CLIO 5,21560,2022,52,Petrol,mechanic,rouge,12,Professional,,,,,
17,PEUGEOT,     308 (2E GENERATION) SW,21540,2021,26115,Petrol,mechanic,bleu,0,Professional,,,,,
20,PEUGEOT,     308 (2E GENERATION) SW,21510,2021,20953,Diesel,automatic,gris,12,Professional,,,,,
3,VOLKSWAGEN,     GOLF 7,21510,2019,76917,Diesel,mechanic,blanc,12,Professional,,,,,
60,LAND ROVER,     DISCOVERY SPORT,21490,2016,164705,Diesel,automatic,blanc,6,Professional,,,,,
60,PEUGEOT,     308 (2E GENERATION) SW,21480,2019,45680,Diesel,automatic,grisartense,12,Professional,,,,,
4,FORD,     KUGA 2,21480,2019,49123,Petrol,mechanic,gris,12,Professional,,,,,
30,AUDI,     A3 (3E GENERATION) SPORTBACK,21450,2019,148868,Diesel,automatic,grisclairmetal,6,Professional,,,110.0,,
10,NISSAN,     MICRA 5,21440,2022,12,Petrol,mechanic,blanc,24,Professional,,,,,
60,PEUGEOT,     3008 (2E GENERATION),21430,2018,147481,Diesel,automatic,noir,12,Professional,,,,,
60,PEUGEOT,     308 (2E GENERATION),21430,2018,59070,Diesel,automatic,grisartense,12,Professional,,,,,
60,CITROEN,     C3 AIRCROSS,21400,2020,16138,Petrol,mechanic,bluereef,12,Professional,,,,,
41,CITROEN,     C4 CACTUS,21400,2020,26257,Petrol,mechanic,bleufonce,12,Professional,,,,,
31,TOYOTA,     COROLLA 12 TOURING SPORTS,21380,2020,91225,Petrol-electric hybrid,automatic,blanc,12,Professional,no,,,207.0,6.5
15,RENAULT,     CLIO 5,21370,2022,115,Petrol,mechanic,noir,0,Professional,,,,,
24,PEUGEOT,     308 (2E GENERATION) SW,21350,2021,30397,Petrol,mechanic,noir,0,Professional,,,,,
32,FORD,     ECOSPORT,21350,2020,16632,Petrol,mechanic,gris,12,Professional,,,,,
54,FIAT,     500 X,21330,2021,31503,Petrol,mechanic,blancgelatopastel,12,Professional,,,,,
60,AUDI,     Q3,21330,2015,155598,Diesel,mechanic,blanc,12,Professional,,,,,
6,CITROEN,     BERLINGO 3 MULTISPACE,21300,2020,83895,Petrol,mechanic,rouge,6,Professional,,,,,
44,PEUGEOT,     208 (2E GENERATION),21300,2021,11477,Petrol,mechanic,jaune,12,Professional,,,,,
32,HONDA,     CR-V 4,21300,2017,126176,Diesel,mechanic,argentacier,12,Professional,,,,,
18,VOLKSWAGEN,     POLO 6,21260,2022,23370,Petrol,mechanic,blanc,29,Professional,,,,,
16,PEUGEOT,     2008,21260,2019,19261,Petrol,automatic,blanc,12,Professional,,,,,
20,MINI,      3 CLUBMAN,21260,2017,67148,Petrol,mechanic,gris,6,Professional,,,,,
31,CITROEN,     C3 AIRCROSS,21230,2020,85469,Diesel,mechanic,blanc,6,Professional,,,,,
60,DACIA,     DUSTER 2,21230,2022,63,Petrol,mechanic,gris,0,Professional,,,,,
55,RENAULT,     KADJAR,21230,2017,86515,Diesel,mechanic,gris,6,Professional,,,,,
44,PEUGEOT,     2008,21230,2020,27828,Petrol,automatic,grise,12,Professional,,,,,
24,RENAULT,     CAPTUR 2,21180,2022,11,Dual fuel petrol LPG,mechanic,rouge,0,Professional,,,,,
50,HYUNDAI,     I20 (3E GENERATION),21170,2021,5929,Petrol,automatic,grisclairtoitnoir,0,Professional,,,,,
60,OPEL,     CROSSLAND X,21140,2021,7312,Diesel,mechanic,gris,21,Professional,,,,,
60,VOLKSWAGEN,     GOLF 7,21110,2020,68676,Diesel,mechanic,grisfoncã©metal,12,Professional,,,85.0,,
15,VOLVO,     V40 (2E GENERATION) CROSS COUNTRY,21100,2018,37560,Diesel,mechanic,bleubaltique,12,Professional,,,,,
60,PEUGEOT,     308 (2E GENERATION) SW,21090,2022,6148,Petrol,mechanic,gris,0,Professional,,,,,
38,PEUGEOT,     208 (2E GENERATION),21080,2021,25324,Diesel,mechanic,noirperlanera,12,Professional,,,,,
60,RENAULT,     CLIO 5,21070,2022,11,Petrol,mechanic,gris,12,Professional,,,,,
60,OPEL,     CORSA 6,21070,2022,3733,Petrol,mechanic,orangeverni,12,Professional,,,74.0,,
2,CITROEN,     BERLINGO 2 MULTISPACE,21070,2019,78282,Petrol,mechanic,grisplatinium(m),12,Professional,,,,,
15,FIAT,     500 X,21070,2022,11,Petrol,mechanic,grismodamã©tallisã©,0,Professional,,,,,
60,RENAULT,     CAPTUR 2,21070,2022,11,Petrol,mechanic,bleu,12,Professional,,,,,
20,SUZUKI,     SX4 S-CROSS,21060,2018,75516,Petrol,mechanic,bleu,6,Professional,,,,,
16,CITROEN,     GRAND C4 PICASSO 2,21060,2018,90201,Diesel,mechanic,gris,6,Professional,,,,,
24,CITROEN,     GRAND C4 PICASSO 2,21060,2018,64782,Diesel,automatic,gris,6,Professional,,,,,
53,CITROEN,     C3 AIRCROSS,21060,2020,86646,Diesel,mechanic,blanc,12,Professional,,,,,
60,PEUGEOT,     2008,21060,2020,68701,Diesel,mechanic,grisclair,12,Professional,,,,,
60,KIA,     STONIC,21040,2022,11,Petrol,mechanic,rouge,12,Professional,,,,,
60,VOLKSWAGEN,     TIGUAN 2,21040,2018,105300,Diesel,mechanic,blancmetal,6,Professional,,,85.0,,
5,RENAULT,     CLIO 5,21030,2022,12,Petrol,mechanic,bleu,12,Professional,,,,,
31,PEUGEOT,     308 (2E GENERATION) SW,20980,2019,110221,Diesel,automatic,bleu,12,Professional,,,,,
39,CITROEN,     C3 AIRCROSS,20980,2019,50438,Petrol,automatic,naturalwhite,12,Professional,,,,,
60,PEUGEOT,     3008 (2E GENERATION),20980,2018,99790,Diesel,mechanic,blanc,6,Professional,,,,,
40,CITROEN,     C3 (3E GENERATION),20980,2020,33672,Petrol,mechanic,blanctoitnoir,12,Professional,,,,,
6,VOLKSWAGEN,     POLO 6,20970,2022,12365,Petrol,mechanic,gris,24,Professional,,,,,
32,CITROEN,     C3 (3E GENERATION),20950,2019,20667,Petrol,mechanic,blancbanquise,12,Professional,,,,,
54,AUDI,     A1 SPORTBACK,20950,2019,93000,Petrol,automatic,noirmetal,6,Professional,,,92.0,,
24,CITROEN,     C3 (3E GENERATION),20890,2022,17927,Petrol,mechanic,grisplatiniumtoitnoir,0,Professional,,,,,
60,VOLKSWAGEN,     POLO 6,20880,2021,14708,Diesel,automatic,gris,0,Professional,,,,,
60,KIA,     CEED 3,20880,2019,19225,Petrol,automatic,blanc,12,Professional,,,,,
25,DS,      4 CROSSBACK,20860,2018,65182,Petrol,mechanic,grismat,12,Professional,,,,,
12,MINI,      3 3P,20860,2018,79161,Diesel,mechanic,rouge,6,Professional,,,,,
23,SEAT,     LEON 3,20860,2021,16588,Petrol,mechanic,bleu,24,Professional,,,,,
30,NISSAN,     LEAF 2,20860,2019,48378,Electric,automatic,blanc,12,Professional,yes,378.0,,350.0,
26,PEUGEOT,     308 (2E GENERATION),20860,2020,121331,Diesel,automatic,noir,12,Professional,,,,,
8,OPEL,     CROSSLAND X,20850,2021,5368,Petrol,mechanic,gris,12,Professional,,,,,
49,VOLVO,     V60,20830,2018,84899,Diesel,automatic,blanc,6,Professional,,,,,
40,RENAULT,     CLIO 5,20810,2021,16384,Petrol,mechanic,blanc,0,Professional,,,,,
33,MAZDA,     MX5 (3E GENERATION),20810,2011,85944,Petrol,mechanic,grismetal,6,Professional,,,118.0,,
37,RENAULT,     KADJAR,20810,2019,42822,Petrol,mechanic,gristitanium,12,Professional,,,,,
26,RENAULT,     CLIO 5,20800,2022,11,Petrol,mechanic,blancnacre,24,Professional,,,,,
23,AUDI,     A4 (5E GENERATION) AVANT,20790,2017,112138,Diesel,mechanic,noir,6,Professional,,,,,
60,RENAULT,     CLIO 5,20760,2022,106,Petrol,automatic,noir,0,Professional,,,,,
60,FORD,     C-MAX 2,20750,2019,72000,Diesel,automatic,inconu,0,Professional,,,,,
19,RENAULT,     CLIO 5,20720,2020,34691,Diesel,mechanic,grismetal,12,Professional,,,85.0,,
60,CITROEN,     C3 AIRCROSS,20720,2021,25870,Petrol,mechanic,sable,12,Professional,,,,,
60,FORD,     FOCUS 4,20690,2020,49433,Diesel,mechanic,gris,12,Professional,,,,,
60,JEEP,     RENEGADE,20690,2019,54466,Diesel,mechanic,noir,12,Professional,,,,,
31,MINI,      3 CLUBMAN,20690,2018,89345,Diesel,mechanic,grisclairmetal,6,Professional,,,85.0,,
43,PEUGEOT,     2008,20680,2020,30434,Petrol,automatic,gris,6,Professional,,,,,
22,ALFA,     ROMEO GIULIETTA 3,20680,2020,44563,Diesel,mechanic,noiretna,12,Professional,,,,,
9,FIAT,     500 X,20680,2020,35758,Diesel,automatic,noircinã©mapastelextra-sã©rie,12,Professional,,,,,
6,VOLKSWAGEN,     PASSAT 8 SW,20640,2020,92645,Diesel,automatic,gris,6,Professional,,,,,
10,CITROEN,     C3 AIRCROSS,20630,2020,65608,Petrol,mechanic,grisclair,12,Professional,,,,,
39,CITROEN,     C3 AIRCROSS,20630,2020,72349,Diesel,automatic,blanc,12,Professional,,,,,
22,VOLKSWAGEN,     POLO 6,20630,2020,27152,Diesel,mechanic,blanc,12,Professional,,,,,
60,OPEL,     CORSA 6,20610,2021,16365,Petrol,automatic,gris,1,Professional,,,,,
30,NISSAN,     QASHQAI 2,20590,2019,55171,Petrol,automatic,gris,12,Professional,,,,,
31,VOLKSWAGEN,     GOLF 7,20590,2019,56034,Petrol,automatic,gris,12,Professional,,,,,
51,BMW,     X1 F48,20590,2018,95048,Diesel,mechanic,bleu,3,Professional,,,,,
60,PEUGEOT,     208 (2E GENERATION),20580,2021,21136,Petrol,mechanic,grisartense(metall,12,Professional,,,,,
16,PEUGEOT,     208,20580,2020,14370,Petrol,mechanic,grisplatinium,12,Professional,,,,,
60,PEUGEOT,     2008,20570,2020,36448,Diesel,mechanic,gris,12,Professional,,,,,
60,RENAULT,     CLIO 5,20560,2022,105,Petrol,automatic,orange,0,Professional,,,,,
6,BMW,     SERIE 1 F20 5 PORTES,20530,2016,117007,Petrol,mechanic,blancmetal,12,Professional,,,80.0,,
60,SEAT,     ARONA,20520,2021,7575,Petrol,mechanic,gris,24,Professional,,,,,
60,NISSAN,     QASHQAI 2,20520,2019,32343,Petrol,mechanic,rouge,12,Professional,,,,,
45,RENAULT,     GRAND SCENIC 4,20510,2019,74239,Diesel,mechanic,beige,6,Professional,,,,,
17,PEUGEOT,     2008,20500,2020,30169,Petrol,automatic,gris,6,Professional,,,,,
60,RENAULT,     MEGANE 4 ESTATE,20490,2020,38796,Diesel,mechanic,beige,0,Professional,,,,,
60,HYUNDAI,     I40 SW,20420,2019,128518,Diesel,automatic,titaniumsilver,12,Professional,,,,,
39,BMW,     SERIE 1 F20 5 PORTES,20400,2019,84567,Diesel,automatic,blanc,12,Professional,,,,,
20,RENAULT,     CLIO 5,20390,2022,11,Petrol,mechanic,bleu,12,Professional,,,,,
12,MERCEDES,     CLASSE B 2,20380,2017,139268,Diesel,automatic,grisfoncã©,12,Professional,,,,,
14,AUDI,     A3 (3E GENERATION) SPORTBACK,20380,2016,179988,Diesel,automatic,gris,0,Professional,,,,,
60,FIAT,     500 X,20380,2019,79222,Diesel,automatic,blanc,12,Professional,,,,,
60,MINI,     COUNTRYMAN 2,20350,2019,38535,Petrol,mechanic,gris,0,Professional,,,,,
33,RENAULT,     CLIO 5,20340,2022,12,Petrol,mechanic,rouge,12,Professional,,,,,
33,CITROEN,     BERLINGO 3,20340,2019,22959,Diesel,mechanic,grisclair,12,Professional,,,,,
60,BMW,     SERIE 2 F45 ACTIVE TOURER,20320,2019,81635,Diesel,mechanic,bleu,12,Professional,,,,,
30,FIAT,     500 X,20310,2022,11,Petrol,mechanic,noircinemapastel,24,Professional,,,,,
31,RENAULT,     CLIO 5,20220,2022,12,Petrol,mechanic,orange,12,Professional,,,,,
60,PEUGEOT,     308 (2E GENERATION) SW,20210,2017,100793,Diesel,automatic,grisc,6,Professional,,,,,
33,RENAULT,     CLIO 5,20210,2022,12,Petrol,mechanic,gris,12,Professional,,,,,
60,CITROEN,     C3 (3E GENERATION),20210,2021,21137,Petrol,mechanic,grisplatinium(mã©tallisã©),12,Professional,,,,,
2,PEUGEOT,     2008,20210,2019,48148,Petrol,automatic,rouge,12,Professional,,,,,
37,MERCEDES,     CLASSE B 2,20150,2017,102676,Diesel,automatic,noircosmosmã©tallisã©,24,Professional,,,,,
30,RENAULT,     MEGANE 4,20140,2021,27709,Diesel,automatic,blanc,6,Professional,,,,,
12,FIAT,     500 X,20120,2021,39304,Petrol,automatic,blancgelatopastel,12,Professional,,,,,
60,SKODA,     FABIA 3,20110,2021,11929,Petrol,mechanic,bleuracingtoitnoi,24,Professional,,,,,
60,AUDI,     A4 (4E GENERATION),20110,2013,76572,Diesel,mechanic,noir,12,Professional,,,,,
30,CITROEN,     C4 SPACETOURER,20090,2019,76874,Diesel,automatic,anthracite,12,Professional,,,,,
6,DACIA,     LODGY STEPWAY,20060,2022,11,Diesel,mechanic,bleuazur,30,Professional,,,,,
60,OPEL,     CROSSLAND X,20050,2019,36331,Petrol,automatic,gris,0,Professional,,,,,
60,OPEL,     CROSSLAND X,20050,2020,41876,Diesel,mechanic,noirmetal,12,Professional,,,75.0,,
17,CITROEN,     JUMPY 3 FOURGON,20040,2018,118264,Diesel,mechanic,blanc,6,Professional,,,,,
60,OPEL,     CORSA 6,20040,2021,32981,Diesel,mechanic,blanc,12,Professional,,,,,
60,AUDI,     A4 (4E GENERATION) AVANT,20040,2014,103933,Diesel,mechanic,noir,12,Professional,,,,,
60,RENAULT,     CLIO 5,20030,2022,123,Dual fuel petrol LPG,mechanic,gristitanium,0,Professional,,,,,
32,RENAULT,     CLIO 5,20030,2022,11,Petrol,mechanic,blanc,12,Professional,,,,,
44,FERRARI,     F430,196940,2009,60416,Petrol,automatic,gris,12,Professional,,,,,
5,PORSCHE,     CAYENNE 3 COUPE,190630,2020,2199,Petrol-electric hybrid,automatic,grismetal,6,Professional,yes,44.0,340.0,382.0,
60,MERCEDES,     GLA,19960,2016,85371,Diesel,mechanic,blanc,6,Professional,,,,,
60,FORD,     KUGA 2,19950,2019,131679,Diesel,mechanic,gris,12,Professional,,,,,
19,JAGUAR,     XJ8,19950,2004,167625,Petrol,automatic,grismetal,12,Professional,,,224.0,,
60,CITROEN,     C3 (3E GENERATION),19950,2021,13916,Petrol,mechanic,noir,12,Professional,,,,,
47,NISSAN,     MICRA 5,19950,2022,12,Petrol,mechanic,blancmã©tal,0,Professional,,,,,
41,RENAULT,     MEGANE 4,19930,2021,31310,Petrol,mechanic,grisanthracite,0,Professional,,,,,
32,PEUGEOT,     208 (2E GENERATION),19870,2020,49519,Diesel,mechanic,noir,12,Professional,,,,,
58,CITROEN,     C3 (3E GENERATION),19870,2022,117,Petrol,mechanic,gris,12,Professional,,,,,
55,TOYOTA,     COROLLA 12,19870,2020,40210,Petrol-electric hybrid,automatic,blancverni,12,Professional,no,,90.0,207.0,6.5
60,PEUGEOT,     208,19860,2020,15019,Petrol,mechanic,darkblue,12,Professional,,,,,
60,MERCEDES,     CLASSE B 2,19830,2017,106953,Diesel,automatic,noir,6,Professional,,,,,
3,MAZDA,     MX5 (3E GENERATION),19830,2011,88530,Petrol,mechanic,blancmetal,6,Professional,,,118.0,,
6,NISSAN,     QASHQAI 2,19820,2017,102369,Diesel,automatic,blanc,12,Professional,,,,,
60,VOLKSWAGEN,     GOLF 7,19820,2016,88215,Petrol,automatic,bleu,6,Professional,,,,,
60,OPEL,     ASTRA 5 SPORTS TOURER,19820,2019,42117,Petrol,mechanic,noir,12,Professional,,,,,
60,PEUGEOT,     308 (2E GENERATION),19820,2020,72019,Petrol,mechanic,grisclair,12,Professional,,,,,
60,OPEL,     CROSSLAND X,19790,2022,1,Petrol,mechanic,gris,29,Professional,,,,,
60,PEUGEOT,     2008,19780,2018,42719,Diesel,mechanic,blanc,12,Professional,,,,,
60,BMW,     SERIE 3 E92 COUPE,19780,2009,152794,Petrol,automatic,gris,6,Professional,,,,,
60,SKODA,     FABIA 3,19780,2022,9120,Petrol,automatic,rouge,24,Professional,,,,,
58,CITROEN,     C4 SPACETOURER,19780,2019,118792,Diesel,automatic,grisplatinium,12,Professional,,,,,
60,CITROEN,     C3 AIRCROSS,19780,2020,56936,Petrol,automatic,noir,12,Professional,,,,,
34,FIAT,     500 X,19770,2019,40121,Diesel,mechanic,blanc,6,Professional,,,,,
19,CITROEN,     C3 AIRCROSS,19760,2020,73929,Diesel,mechanic,orange,6,Professional,,,,,
30,RENAULT,     TALISMAN,19760,2019,62420,Diesel,automatic,gris,12,Professional,,,,,
19,BMW,     SERIE 2 F45 ACTIVE TOURER,19740,2017,128835,Petrol-electric hybrid,automatic,grismetal,6,Professional,yes,41.0,165.0,,
